First Layer Neurons,Second Layer Neurons,Epochs,Batch_Size,Accuracy
7,7,100,64,0.8372093023255814
7,7,100,32,0.8081395348837209
7,7,100,16,0.9127906976744186
7,7,100,1,0.9418604651162791
