Type,Contour Id,Perimeter,Eccentricity,Extent,Solidity,BLue,Green,Red,Point Polygon Test
sorghum,223,492.75944674015045,0.4910951191991719,0.7557251908396947,0.9760127746728225,44,83,103,14.142135623730951
sorghum,224,400.96045780181885,0.35786509083149365,0.7422043197444267,0.9823513190550602,40,72,87,18.439088914585774
sorghum,225,427.6467490196228,0.3961414287036663,0.7235511208310552,0.9643393906271348,42,72,85,14.317821063276353
sorghum,226,495.2030979394913,0.4926979475317146,0.7793317983637877,0.9811582582953003,47,85,101,16.64331697709324
sorghum,227,439.5878738164902,0.47539456261691965,0.7178506611355976,0.9698323043916108,50,82,96,17.204650534085253
sorghum,228,499.5878744125366,0.4060736884735261,0.726150786687723,0.9446092977250248,43,65,74,16.1245154965971
sorghum,229,435.3452328443527,0.484255567704107,0.7312302612690209,0.9641319263710784,42,79,96,15.811388300841896
sorghum,230,478.80107736587524,0.39250346162159905,0.714625104427736,0.9779913537461146,56,89,101,11.40175425099138
sorghum,231,460.27416574954987,0.3583643390573465,0.7441887160649716,0.9747406405051872,38,72,83,14.212670403551895
sorghum,232,411.5046135187149,0.43739887749124723,0.7548202408015492,0.9612394789041977,45,87,103,17.029386365926403
sorghum,233,400.09040009975433,0.22534102509527845,0.7651029748283753,0.9779175197426148,35,66,80,22.135943621178654
sorghum,234,530.1147850751877,0.5277060189140265,0.7224133811230585,0.9680755683637527,69,104,121,14.849242404917497
sorghum,235,424.0315251350403,0.6244275145055067,0.7310220056121696,0.9653810522209761,40,74,90,21.840329667841555
sorghum,236,447.5462440252304,0.38184501683931044,0.7514174781215334,0.9750099960015993,48,82,97,15.556349186104045
sorghum,237,502.45793080329895,0.5226677386139058,0.7163607069622108,0.9721071984629145,64,97,111,8.48528137423857
sorghum,238,475.1025924682617,0.26350441974997446,0.745475113122172,0.9612369179156183,62,95,113,12.727922061357855
sorghum,239,512.2152911424637,0.4740027454326146,0.7342539422112843,0.9792730367128617,43,75,88,12.727922061357855
sorghum,240,489.0437172651291,0.4401506225035891,0.7192873303167421,0.9677713937825806,32,56,70,12.020815280171307
sorghum,241,457.0609618425369,0.4174901069642255,0.7569343507751938,0.9751121513555686,43,73,88,10.63014581273465
sorghum,242,433.20309817790985,0.40244099359291924,0.7541294088425236,0.9809377650337224,48,78,89,16.97056274847714
sorghum,243,432.37467074394226,0.1959576667271118,0.7593601089176311,0.9676626506024096,39,67,82,17.029386365926403
sorghum,244,467.2030979394913,0.46180549162864604,0.7601762820512821,0.9815153291719834,41,78,93,15.811388300841896
sorghum,245,457.3036028146744,0.5677157983153712,0.7755328467153285,0.9773346088748253,40,79,97,21.0
sorghum,246,487.9726493358612,0.3792171945744191,0.7219918159699181,0.9701304008619088,38,60,71,12.727922061357855
sorghum,247,410.23253560066223,0.3814581315650163,0.7409073004201681,0.9811771865762476,42,71,83,12.020815280171307
sorghum,248,531.1442220211029,0.4887245416186033,0.7373076201201201,0.9661819411565776,62,93,107,9.899494936611665
